'Time and date','ECG '
'[05:05:30.507 01/05/2000]',-0.007
'[05:05:30.510 01/05/2000]',-0.002
'[05:05:30.513 01/05/2000]',0.001
'[05:05:30.517 01/05/2000]',0.005
'[05:05:30.520 01/05/2000]',0.010
'[05:05:30.523 01/05/2000]',0.017
'[05:05:30.527 01/05/2000]',0.027
'[05:05:30.530 01/05/2000]',0.042
'[05:05:30.533 01/05/2000]',0.062
'[05:05:30.537 01/05/2000]',0.077
'[05:05:30.540 01/05/2000]',0.086
'[05:05:30.543 01/05/2000]',0.091
'[05:05:30.547 01/05/2000]',0.091
'[05:05:30.550 01/05/2000]',0.092
'[05:05:30.553 01/05/2000]',0.092
'[05:05:30.557 01/05/2000]',0.093
'[05:05:30.560 01/05/2000]',0.093
'[05:05:30.563 01/05/2000]',0.089
'[05:05:30.567 01/05/2000]',0.083
'[05:05:30.570 01/05/2000]',0.078
'[05:05:30.573 01/05/2000]',0.074
'[05:05:30.577 01/05/2000]',0.069
'[05:05:30.580 01/05/2000]',0.065
'[05:05:30.583 01/05/2000]',0.061
'[05:05:30.587 01/05/2000]',0.056
'[05:05:30.590 01/05/2000]',0.048
'[05:05:30.593 01/05/2000]',0.038
'[05:05:30.597 01/05/2000]',0.030
'[05:05:30.600 01/05/2000]',0.024
'[05:05:30.603 01/05/2000]',0.019
'[05:05:30.607 01/05/2000]',0.015
'[05:05:30.610 01/05/2000]',0.010
'[05:05:30.613 01/05/2000]',0.005
'[05:05:30.617 01/05/2000]',-0.003
'[05:05:30.620 01/05/2000]',-0.019
'[05:05:30.623 01/05/2000]',-0.028
'[05:05:30.627 01/05/2000]',-0.032
'[05:05:30.630 01/05/2000]',-0.036
'[05:05:30.633 01/05/2000]',-0.038
'[05:05:30.637 01/05/2000]',-0.039
'[05:05:30.640 01/05/2000]',-0.040
'[05:05:30.643 01/05/2000]',-0.038
'[05:05:30.647 01/05/2000]',-0.036
'[05:05:30.650 01/05/2000]',-0.034
'[05:05:30.653 01/05/2000]',-0.032
'[05:05:30.657 01/05/2000]',-0.031
'[05:05:30.660 01/05/2000]',-0.031
'[05:05:30.663 01/05/2000]',-0.030
'[05:05:30.667 01/05/2000]',-0.028
'[05:05:30.670 01/05/2000]',-0.027
'[05:05:30.673 01/05/2000]',-0.025
'[05:05:30.677 01/05/2000]',-0.024
'[05:05:30.680 01/05/2000]',-0.023
'[05:05:30.683 01/05/2000]',-0.023
'[05:05:30.687 01/05/2000]',-0.022
'[05:05:30.690 01/05/2000]',-0.022
'[05:05:30.693 01/05/2000]',-0.022
'[05:05:30.697 01/05/2000]',-0.024
'[05:05:30.700 01/05/2000]',-0.025
'[05:05:30.703 01/05/2000]',-0.027
'[05:05:30.707 01/05/2000]',-0.029
'[05:05:30.710 01/05/2000]',-0.030
'[05:05:30.713 01/05/2000]',-0.030
'[05:05:30.717 01/05/2000]',-0.031
'[05:05:30.720 01/05/2000]',-0.032
'[05:05:30.723 01/05/2000]',-0.033
'[05:05:30.727 01/05/2000]',-0.036
'[05:05:30.730 01/05/2000]',-0.037
'[05:05:30.733 01/05/2000]',-0.038
'[05:05:30.737 01/05/2000]',-0.034
'[05:05:30.740 01/05/2000]',-0.028
'[05:05:30.743 01/05/2000]',-0.022
'[05:05:30.747 01/05/2000]',-0.018
'[05:05:30.750 01/05/2000]',-0.014
'[05:05:30.753 01/05/2000]',-0.010
'[05:05:30.757 01/05/2000]',-0.006
'[05:05:30.760 01/05/2000]',-0.003
'[05:05:30.763 01/05/2000]',-0.003
'[05:05:30.767 01/05/2000]',-0.004
'[05:05:30.770 01/05/2000]',-0.005
'[05:05:30.773 01/05/2000]',-0.006
'[05:05:30.777 01/05/2000]',-0.008
'[05:05:30.780 01/05/2000]',-0.009
'[05:05:30.783 01/05/2000]',-0.013
'[05:05:30.787 01/05/2000]',-0.012
'[05:05:30.790 01/05/2000]',-0.002
'[05:05:30.793 01/05/2000]',0.003
'[05:05:30.797 01/05/2000]',0.008
'[05:05:30.800 01/05/2000]',0.012
'[05:05:30.803 01/05/2000]',0.015
'[05:05:30.807 01/05/2000]',0.017
'[05:05:30.810 01/05/2000]',0.018
'[05:05:30.813 01/05/2000]',0.019
'[05:05:30.817 01/05/2000]',0.019
'[05:05:30.820 01/05/2000]',0.020
'[05:05:30.823 01/05/2000]',0.021
'[05:05:30.827 01/05/2000]',0.021
'[05:05:30.830 01/05/2000]',0.022
'[05:05:30.833 01/05/2000]',0.022
'[05:05:30.837 01/05/2000]',0.021
'[05:05:30.840 01/05/2000]',0.018
'[05:05:30.843 01/05/2000]',0.016
'[05:05:30.847 01/05/2000]',0.013
'[05:05:30.850 01/05/2000]',0.010
'[05:05:30.853 01/05/2000]',0.007
'[05:05:30.857 01/05/2000]',0.004
'[05:05:30.860 01/05/2000]',0.000
'[05:05:30.863 01/05/2000]',-0.002
'[05:05:30.867 01/05/2000]',-0.005
'[05:05:30.870 01/05/2000]',-0.006
'[05:05:30.873 01/05/2000]',-0.006
'[05:05:30.877 01/05/2000]',-0.004
'[05:05:30.880 01/05/2000]',-0.002
'[05:05:30.883 01/05/2000]',0.000
'[05:05:30.887 01/05/2000]',0.002
'[05:05:30.890 01/05/2000]',0.004
'[05:05:30.893 01/05/2000]',0.006
'[05:05:30.897 01/05/2000]',0.009
'[05:05:30.900 01/05/2000]',0.011
'[05:05:30.903 01/05/2000]',0.013
'[05:05:30.907 01/05/2000]',0.014
'[05:05:30.910 01/05/2000]',0.015
'[05:05:30.913 01/05/2000]',0.016
'[05:05:30.917 01/05/2000]',0.017
'[05:05:30.920 01/05/2000]',0.018
'[05:05:30.923 01/05/2000]',0.018
'[05:05:30.927 01/05/2000]',0.019
'[05:05:30.930 01/05/2000]',0.020
'[05:05:30.933 01/05/2000]',0.021
'[05:05:30.937 01/05/2000]',0.022
'[05:05:30.940 01/05/2000]',0.024
'[05:05:30.943 01/05/2000]',0.027
'[05:05:30.947 01/05/2000]',0.031
'[05:05:30.950 01/05/2000]',0.036
'[05:05:30.953 01/05/2000]',0.043
'[05:05:30.957 01/05/2000]',0.057
'[05:05:30.960 01/05/2000]',0.081
'[05:05:30.963 01/05/2000]',0.096
'[05:05:30.967 01/05/2000]',0.106
'[05:05:30.970 01/05/2000]',0.110
'[05:05:30.973 01/05/2000]',0.107
'[05:05:30.977 01/05/2000]',0.099
'[05:05:30.980 01/05/2000]',0.089
'[05:05:30.983 01/05/2000]',0.077
'[05:05:30.987 01/05/2000]',0.066
'[05:05:30.990 01/05/2000]',0.051
'[05:05:30.993 01/05/2000]',0.032
'[05:05:30.997 01/05/2000]',0.018
'[05:05:31.000 01/05/2000]',0.010
'[05:05:31.003 01/05/2000]',0.003
'[05:05:31.007 01/05/2000]',-0.002
'[05:05:31.010 01/05/2000]',-0.010
'[05:05:31.013 01/05/2000]',-0.018
'[05:05:31.017 01/05/2000]',-0.024
'[05:05:31.020 01/05/2000]',-0.028
'[05:05:31.023 01/05/2000]',-0.032
'[05:05:31.027 01/05/2000]',-0.034
'[05:05:31.030 01/05/2000]',-0.034
'[05:05:31.033 01/05/2000]',-0.030
'[05:05:31.037 01/05/2000]',-0.024
'[05:05:31.040 01/05/2000]',-0.018
'[05:05:31.043 01/05/2000]',-0.008
'[05:05:31.047 01/05/2000]',0.000
'[05:05:31.050 01/05/2000]',0.009
'[05:05:31.053 01/05/2000]',0.022
'[05:05:31.057 01/05/2000]',0.039
'[05:05:31.060 01/05/2000]',0.067
'[05:05:31.063 01/05/2000]',0.116
'[05:05:31.067 01/05/2000]',0.191
'[05:05:31.070 01/05/2000]',0.295
'[05:05:31.073 01/05/2000]',0.423
'[05:05:31.077 01/05/2000]',0.565
'[05:05:31.080 01/05/2000]',0.703
'[05:05:31.083 01/05/2000]',0.818
'[05:05:31.087 01/05/2000]',0.882
'[05:05:31.090 01/05/2000]',0.887
'[05:05:31.093 01/05/2000]',0.844
'[05:05:31.097 01/05/2000]',0.726
'[05:05:31.100 01/05/2000]',0.568
'[05:05:31.103 01/05/2000]',0.387
'[05:05:31.107 01/05/2000]',0.207
'[05:05:31.110 01/05/2000]',0.052
'[05:05:31.113 01/05/2000]',-0.055
'[05:05:31.117 01/05/2000]',-0.097
'[05:05:31.120 01/05/2000]',-0.111
'[05:05:31.123 01/05/2000]',-0.103
'[05:05:31.127 01/05/2000]',-0.094
'[05:05:31.130 01/05/2000]',-0.087
'[05:05:31.133 01/05/2000]',-0.087
'[05:05:31.137 01/05/2000]',-0.094
'[05:05:31.140 01/05/2000]',-0.097
'[05:05:31.143 01/05/2000]',-0.100
'[05:05:31.147 01/05/2000]',-0.102
'[05:05:31.150 01/05/2000]',-0.104
'[05:05:31.153 01/05/2000]',-0.105
'[05:05:31.157 01/05/2000]',-0.105
'[05:05:31.160 01/05/2000]',-0.104
'[05:05:31.163 01/05/2000]',-0.102
'[05:05:31.167 01/05/2000]',-0.100
'[05:05:31.170 01/05/2000]',-0.096
'[05:05:31.173 01/05/2000]',-0.093
'[05:05:31.177 01/05/2000]',-0.089
'[05:05:31.180 01/05/2000]',-0.084
'[05:05:31.183 01/05/2000]',-0.080
'[05:05:31.187 01/05/2000]',-0.076
'[05:05:31.190 01/05/2000]',-0.073
'[05:05:31.193 01/05/2000]',-0.070
'[05:05:31.197 01/05/2000]',-0.067
'[05:05:31.200 01/05/2000]',-0.066
'[05:05:31.203 01/05/2000]',-0.064
'[05:05:31.207 01/05/2000]',-0.062
'[05:05:31.210 01/05/2000]',-0.060
'[05:05:31.213 01/05/2000]',-0.059
'[05:05:31.217 01/05/2000]',-0.057
'[05:05:31.220 01/05/2000]',-0.056
'[05:05:31.223 01/05/2000]',-0.054
'[05:05:31.227 01/05/2000]',-0.053
'[05:05:31.230 01/05/2000]',-0.050
'[05:05:31.233 01/05/2000]',-0.048
'[05:05:31.237 01/05/2000]',-0.045
'[05:05:31.240 01/05/2000]',-0.043
'[05:05:31.243 01/05/2000]',-0.041
'[05:05:31.247 01/05/2000]',-0.038
'[05:05:31.250 01/05/2000]',-0.034
'[05:05:31.253 01/05/2000]',-0.024
'[05:05:31.257 01/05/2000]',-0.002
'[05:05:31.260 01/05/2000]',0.015
'[05:05:31.263 01/05/2000]',0.028
'[05:05:31.267 01/05/2000]',0.032
'[05:05:31.270 01/05/2000]',0.035
'[05:05:31.273 01/05/2000]',0.037
'[05:05:31.277 01/05/2000]',0.040
'[05:05:31.280 01/05/2000]',0.044
'[05:05:31.283 01/05/2000]',0.051
'[05:05:31.287 01/05/2000]',0.058
'[05:05:31.290 01/05/2000]',0.068
'[05:05:31.293 01/05/2000]',0.080
'[05:05:31.297 01/05/2000]',0.090
'[05:05:31.300 01/05/2000]',0.096
'[05:05:31.303 01/05/2000]',0.101
'[05:05:31.307 01/05/2000]',0.104
'[05:05:31.310 01/05/2000]',0.106
'[05:05:31.313 01/05/2000]',0.106
'[05:05:31.317 01/05/2000]',0.105
'[05:05:31.320 01/05/2000]',0.103
'[05:05:31.323 01/05/2000]',0.101
'[05:05:31.327 01/05/2000]',0.099
'[05:05:31.330 01/05/2000]',0.098
'[05:05:31.333 01/05/2000]',0.095
'[05:05:31.337 01/05/2000]',0.092
'[05:05:31.340 01/05/2000]',0.088
'[05:05:31.343 01/05/2000]',0.083
'[05:05:31.347 01/05/2000]',0.075
'[05:05:31.350 01/05/2000]',0.065
'[05:05:31.353 01/05/2000]',0.049
'[05:05:31.357 01/05/2000]',0.037
'[05:05:31.360 01/05/2000]',0.026
'[05:05:31.363 01/05/2000]',0.017
'[05:05:31.367 01/05/2000]',0.012
'[05:05:31.370 01/05/2000]',0.009
'[05:05:31.373 01/05/2000]',0.006
'[05:05:31.377 01/05/2000]',0.004
'[05:05:31.380 01/05/2000]',0.002
'[05:05:31.383 01/05/2000]',0.000
'[05:05:31.387 01/05/2000]',-0.004
'[05:05:31.390 01/05/2000]',-0.010
'[05:05:31.393 01/05/2000]',-0.015
'[05:05:31.397 01/05/2000]',-0.020
'[05:05:31.400 01/05/2000]',-0.025
'[05:05:31.403 01/05/2000]',-0.030
'[05:05:31.407 01/05/2000]',-0.033
'[05:05:31.410 01/05/2000]',-0.034
'[05:05:31.413 01/05/2000]',-0.032
'[05:05:31.417 01/05/2000]',-0.029
'[05:05:31.420 01/05/2000]',-0.026
'[05:05:31.423 01/05/2000]',-0.024
'[05:05:31.427 01/05/2000]',-0.023
'[05:05:31.430 01/05/2000]',-0.022
'[05:05:31.433 01/05/2000]',-0.021
'[05:05:31.437 01/05/2000]',-0.021
'[05:05:31.440 01/05/2000]',-0.020
'[05:05:31.443 01/05/2000]',-0.019
'[05:05:31.447 01/05/2000]',-0.018
'[05:05:31.450 01/05/2000]',-0.017
'[05:05:31.453 01/05/2000]',-0.017
'[05:05:31.457 01/05/2000]',-0.017
'[05:05:31.460 01/05/2000]',-0.018
'[05:05:31.463 01/05/2000]',-0.018
'[05:05:31.467 01/05/2000]',-0.019
'[05:05:31.470 01/05/2000]',-0.020
'[05:05:31.473 01/05/2000]',-0.021
'[05:05:31.477 01/05/2000]',-0.022
'[05:05:31.480 01/05/2000]',-0.023
'[05:05:31.483 01/05/2000]',-0.023
'[05:05:31.487 01/05/2000]',-0.023
'[05:05:31.490 01/05/2000]',-0.021
'[05:05:31.493 01/05/2000]',-0.019
'[05:05:31.497 01/05/2000]',-0.017
'[05:05:31.500 01/05/2000]',-0.015
'[05:05:31.503 01/05/2000]',-0.014
'[05:05:31.507 01/05/2000]',-0.013
'[05:05:31.510 01/05/2000]',-0.011
'[05:05:31.513 01/05/2000]',-0.009
'[05:05:31.517 01/05/2000]',-0.007
'[05:05:31.520 01/05/2000]',-0.005
'[05:05:31.523 01/05/2000]',-0.003
'[05:05:31.527 01/05/2000]',0.000
'[05:05:31.530 01/05/2000]',0.005
'[05:05:31.533 01/05/2000]',0.010
'[05:05:31.537 01/05/2000]',0.015
'[05:05:31.540 01/05/2000]',0.018
'[05:05:31.543 01/05/2000]',0.019
'[05:05:31.547 01/05/2000]',0.019
'[05:05:31.550 01/05/2000]',0.020
'[05:05:31.553 01/05/2000]',0.020
'[05:05:31.557 01/05/2000]',0.021
'[05:05:31.560 01/05/2000]',0.021
'[05:05:31.563 01/05/2000]',0.020
'[05:05:31.567 01/05/2000]',0.019
'[05:05:31.570 01/05/2000]',0.018
'[05:05:31.573 01/05/2000]',0.017
'[05:05:31.577 01/05/2000]',0.016
'[05:05:31.580 01/05/2000]',0.016
'[05:05:31.583 01/05/2000]',0.015
'[05:05:31.587 01/05/2000]',0.014
'[05:05:31.590 01/05/2000]',0.013
'[05:05:31.593 01/05/2000]',0.014
'[05:05:31.597 01/05/2000]',0.014
'[05:05:31.600 01/05/2000]',0.016
'[05:05:31.603 01/05/2000]',0.017
'[05:05:31.607 01/05/2000]',0.017
'[05:05:31.610 01/05/2000]',0.018
'[05:05:31.613 01/05/2000]',0.018
'[05:05:31.617 01/05/2000]',0.019
'[05:05:31.620 01/05/2000]',0.019
'[05:05:31.623 01/05/2000]',0.020
'[05:05:31.627 01/05/2000]',0.021
'[05:05:31.630 01/05/2000]',0.021
'[05:05:31.633 01/05/2000]',0.022
'[05:05:31.637 01/05/2000]',0.024
'[05:05:31.640 01/05/2000]',0.026
'[05:05:31.643 01/05/2000]',0.028
'[05:05:31.647 01/05/2000]',0.029
'[05:05:31.650 01/05/2000]',0.031
'[05:05:31.653 01/05/2000]',0.034
'[05:05:31.657 01/05/2000]',0.037
'[05:05:31.660 01/05/2000]',0.042
'[05:05:31.663 01/05/2000]',0.048
'[05:05:31.667 01/05/2000]',0.056
'[05:05:31.670 01/05/2000]',0.068
'[05:05:31.673 01/05/2000]',0.070
'[05:05:31.677 01/05/2000]',0.071
'[05:05:31.680 01/05/2000]',0.073
'[05:05:31.683 01/05/2000]',0.074
'[05:05:31.687 01/05/2000]',0.075
'[05:05:31.690 01/05/2000]',0.072
'[05:05:31.693 01/05/2000]',0.065
'[05:05:31.697 01/05/2000]',0.057
'[05:05:31.700 01/05/2000]',0.053
'[05:05:31.703 01/05/2000]',0.050
'[05:05:31.707 01/05/2000]',0.047
'[05:05:31.710 01/05/2000]',0.044
'[05:05:31.713 01/05/2000]',0.040
'[05:05:31.717 01/05/2000]',0.037
'[05:05:31.720 01/05/2000]',0.035
'[05:05:31.723 01/05/2000]',0.032
'[05:05:31.727 01/05/2000]',0.030
'[05:05:31.730 01/05/2000]',0.028
'[05:05:31.733 01/05/2000]',0.025
'[05:05:31.737 01/05/2000]',0.023
'[05:05:31.740 01/05/2000]',0.020
'[05:05:31.743 01/05/2000]',0.018
'[05:05:31.747 01/05/2000]',0.015
'[05:05:31.750 01/05/2000]',0.009
'[05:05:31.753 01/05/2000]',0.004
'[05:05:31.757 01/05/2000]',-0.001
'[05:05:31.760 01/05/2000]',-0.005
'[05:05:31.763 01/05/2000]',-0.009
'[05:05:31.767 01/05/2000]',-0.013
'[05:05:31.770 01/05/2000]',-0.018
'[05:05:31.773 01/05/2000]',-0.022
'[05:05:31.777 01/05/2000]',-0.021
'[05:05:31.780 01/05/2000]',-0.014
'[05:05:31.783 01/05/2000]',0.000
'[05:05:31.787 01/05/2000]',0.037
'[05:05:31.790 01/05/2000]',0.092
'[05:05:31.793 01/05/2000]',0.167
'[05:05:31.797 01/05/2000]',0.258
'[05:05:31.800 01/05/2000]',0.364
'[05:05:31.803 01/05/2000]',0.478
'[05:05:31.807 01/05/2000]',0.593
'[05:05:31.810 01/05/2000]',0.697
'[05:05:31.813 01/05/2000]',0.762
'[05:05:31.817 01/05/2000]',0.785
'[05:05:31.820 01/05/2000]',0.759
'[05:05:31.823 01/05/2000]',0.680
'[05:05:31.827 01/05/2000]',0.525
'[05:05:31.830 01/05/2000]',0.335
'[05:05:31.833 01/05/2000]',0.147
'[05:05:31.837 01/05/2000]',-0.002
'[05:05:31.840 01/05/2000]',-0.083
'[05:05:31.843 01/05/2000]',-0.111
'[05:05:31.847 01/05/2000]',-0.106
'[05:05:31.850 01/05/2000]',-0.102
'[05:05:31.853 01/05/2000]',-0.101
'[05:05:31.857 01/05/2000]',-0.101
'[05:05:31.860 01/05/2000]',-0.100
'[05:05:31.863 01/05/2000]',-0.099
'[05:05:31.867 01/05/2000]',-0.098
'[05:05:31.870 01/05/2000]',-0.096
'[05:05:31.873 01/05/2000]',-0.093
'[05:05:31.877 01/05/2000]',-0.091
'[05:05:31.880 01/05/2000]',-0.087
'[05:05:31.883 01/05/2000]',-0.083
'[05:05:31.887 01/05/2000]',-0.079
'[05:05:31.890 01/05/2000]',-0.077
'[05:05:31.893 01/05/2000]',-0.075
'[05:05:31.897 01/05/2000]',-0.073
'[05:05:31.900 01/05/2000]',-0.071
'[05:05:31.903 01/05/2000]',-0.069
'[05:05:31.907 01/05/2000]',-0.067
'[05:05:31.910 01/05/2000]',-0.066
'[05:05:31.913 01/05/2000]',-0.065
'[05:05:31.917 01/05/2000]',-0.064
'[05:05:31.920 01/05/2000]',-0.063
'[05:05:31.923 01/05/2000]',-0.063
'[05:05:31.927 01/05/2000]',-0.063
'[05:05:31.930 01/05/2000]',-0.064
'[05:05:31.933 01/05/2000]',-0.064
'[05:05:31.937 01/05/2000]',-0.065
'[05:05:31.940 01/05/2000]',-0.066
'[05:05:31.943 01/05/2000]',-0.067
'[05:05:31.947 01/05/2000]',-0.068
'[05:05:31.950 01/05/2000]',-0.070
'[05:05:31.953 01/05/2000]',-0.069
'[05:05:31.957 01/05/2000]',-0.064
'[05:05:31.960 01/05/2000]',-0.057
'[05:05:31.963 01/05/2000]',-0.052
'[05:05:31.967 01/05/2000]',-0.049
'[05:05:31.970 01/05/2000]',-0.045
'[05:05:31.973 01/05/2000]',-0.041
'[05:05:31.977 01/05/2000]',-0.036
'[05:05:31.980 01/05/2000]',-0.032
'[05:05:31.983 01/05/2000]',-0.027
'[05:05:31.987 01/05/2000]',-0.020
'[05:05:31.990 01/05/2000]',-0.012
'[05:05:31.993 01/05/2000]',0.001
'[05:05:31.997 01/05/2000]',0.014
'[05:05:32.000 01/05/2000]',0.026
'[05:05:32.003 01/05/2000]',0.035
'[05:05:32.007 01/05/2000]',0.047
'[05:05:32.010 01/05/2000]',0.061
'[05:05:32.013 01/05/2000]',0.071
'[05:05:32.017 01/05/2000]',0.079
'[05:05:32.020 01/05/2000]',0.085
'[05:05:32.023 01/05/2000]',0.090
'[05:05:32.027 01/05/2000]',0.093
'[05:05:32.030 01/05/2000]',0.095
'[05:05:32.033 01/05/2000]',0.097
'[05:05:32.037 01/05/2000]',0.099
'[05:05:32.040 01/05/2000]',0.101
'[05:05:32.043 01/05/2000]',0.104
'[05:05:32.047 01/05/2000]',0.106
'[05:05:32.050 01/05/2000]',0.106
'[05:05:32.053 01/05/2000]',0.100
'[05:05:32.057 01/05/2000]',0.093
'[05:05:32.060 01/05/2000]',0.086
'[05:05:32.063 01/05/2000]',0.080
'[05:05:32.067 01/05/2000]',0.074
'[05:05:32.070 01/05/2000]',0.067
'[05:05:32.073 01/05/2000]',0.061
'[05:05:32.077 01/05/2000]',0.056
'[05:05:32.080 01/05/2000]',0.050
'[05:05:32.083 01/05/2000]',0.044
'[05:05:32.087 01/05/2000]',0.038
'[05:05:32.090 01/05/2000]',0.031
'[05:05:32.093 01/05/2000]',0.025
'[05:05:32.097 01/05/2000]',0.017
'[05:05:32.100 01/05/2000]',0.001
'[05:05:32.103 01/05/2000]',-0.020
'[05:05:32.107 01/05/2000]',-0.028
'[05:05:32.110 01/05/2000]',-0.030
'[05:05:32.113 01/05/2000]',-0.033
'[05:05:32.117 01/05/2000]',-0.035
'[05:05:32.120 01/05/2000]',-0.036
'[05:05:32.123 01/05/2000]',-0.037
'[05:05:32.127 01/05/2000]',-0.038
'[05:05:32.130 01/05/2000]',-0.039
'[05:05:32.133 01/05/2000]',-0.040
'[05:05:32.137 01/05/2000]',-0.040
'[05:05:32.140 01/05/2000]',-0.041
'[05:05:32.143 01/05/2000]',-0.041
'[05:05:32.147 01/05/2000]',-0.041
'[05:05:32.150 01/05/2000]',-0.041
'[05:05:32.153 01/05/2000]',-0.041
'[05:05:32.157 01/05/2000]',-0.041
'[05:05:32.160 01/05/2000]',-0.041
'[05:05:32.163 01/05/2000]',-0.040
'[05:05:32.167 01/05/2000]',-0.040
'[05:05:32.170 01/05/2000]',-0.041
'[05:05:32.173 01/05/2000]',-0.041
'[05:05:32.177 01/05/2000]',-0.041
'[05:05:32.180 01/05/2000]',-0.041
'[05:05:32.183 01/05/2000]',-0.041
'[05:05:32.187 01/05/2000]',-0.042
'[05:05:32.190 01/05/2000]',-0.042
'[05:05:32.193 01/05/2000]',-0.042
'[05:05:32.197 01/05/2000]',-0.042
'[05:05:32.200 01/05/2000]',-0.042
'[05:05:32.203 01/05/2000]',-0.043
'[05:05:32.207 01/05/2000]',-0.044
'[05:05:32.210 01/05/2000]',-0.046
'[05:05:32.213 01/05/2000]',-0.048
'[05:05:32.217 01/05/2000]',-0.048
'[05:05:32.220 01/05/2000]',-0.044
'[05:05:32.223 01/05/2000]',-0.038
'[05:05:32.227 01/05/2000]',-0.034
'[05:05:32.230 01/05/2000]',-0.029
'[05:05:32.233 01/05/2000]',-0.025
'[05:05:32.237 01/05/2000]',-0.020
'[05:05:32.240 01/05/2000]',-0.014
'[05:05:32.243 01/05/2000]',-0.006
'[05:05:32.247 01/05/2000]',0.003
'[05:05:32.250 01/05/2000]',0.009
'[05:05:32.253 01/05/2000]',0.012
'[05:05:32.257 01/05/2000]',0.013
'[05:05:32.260 01/05/2000]',0.015
'[05:05:32.263 01/05/2000]',0.016
'[05:05:32.267 01/05/2000]',0.016
'[05:05:32.270 01/05/2000]',0.015
'[05:05:32.273 01/05/2000]',0.012
'[05:05:32.277 01/05/2000]',0.008
'[05:05:32.280 01/05/2000]',0.004
'[05:05:32.283 01/05/2000]',0.001
'[05:05:32.287 01/05/2000]',-0.001
'[05:05:32.290 01/05/2000]',-0.004
'[05:05:32.293 01/05/2000]',-0.007
'[05:05:32.297 01/05/2000]',-0.009
'[05:05:32.300 01/05/2000]',-0.011
'[05:05:32.303 01/05/2000]',-0.012
'[05:05:32.307 01/05/2000]',-0.011
'[05:05:32.310 01/05/2000]',-0.010
'[05:05:32.313 01/05/2000]',-0.008
'[05:05:32.317 01/05/2000]',-0.006
'[05:05:32.320 01/05/2000]',-0.004
'[05:05:32.323 01/05/2000]',-0.002
'[05:05:32.327 01/05/2000]',0.000
'[05:05:32.330 01/05/2000]',0.003
'[05:05:32.333 01/05/2000]',0.006
'[05:05:32.337 01/05/2000]',0.008
'[05:05:32.340 01/05/2000]',0.010
'[05:05:32.343 01/05/2000]',0.011
'[05:05:32.347 01/05/2000]',0.013
'[05:05:32.350 01/05/2000]',0.014
'[05:05:32.353 01/05/2000]',0.016
'[05:05:32.357 01/05/2000]',0.017
'[05:05:32.360 01/05/2000]',0.018
'[05:05:32.363 01/05/2000]',0.019
'[05:05:32.367 01/05/2000]',0.019
'[05:05:32.370 01/05/2000]',0.020
'[05:05:32.373 01/05/2000]',0.022
'[05:05:32.377 01/05/2000]',0.024
'[05:05:32.380 01/05/2000]',0.026
'[05:05:32.383 01/05/2000]',0.029
'[05:05:32.387 01/05/2000]',0.031
'[05:05:32.390 01/05/2000]',0.033
'[05:05:32.393 01/05/2000]',0.036
'[05:05:32.397 01/05/2000]',0.038
'[05:05:32.400 01/05/2000]',0.041
'[05:05:32.403 01/05/2000]',0.043
'[05:05:32.407 01/05/2000]',0.045
'[05:05:32.410 01/05/2000]',0.049
'[05:05:32.413 01/05/2000]',0.054
'[05:05:32.417 01/05/2000]',0.057
'[05:05:32.420 01/05/2000]',0.056
'[05:05:32.423 01/05/2000]',0.054
'[05:05:32.427 01/05/2000]',0.049
'[05:05:32.430 01/05/2000]',0.044
'[05:05:32.433 01/05/2000]',0.037
'[05:05:32.437 01/05/2000]',0.026
'[05:05:32.440 01/05/2000]',0.018
'[05:05:32.443 01/05/2000]',0.009
'[05:05:32.447 01/05/2000]',0.000
'[05:05:32.450 01/05/2000]',-0.009
'[05:05:32.453 01/05/2000]',-0.013
'[05:05:32.457 01/05/2000]',-0.016
'[05:05:32.460 01/05/2000]',-0.019
'[05:05:32.463 01/05/2000]',-0.021
'[05:05:32.467 01/05/2000]',-0.023
'[05:05:32.470 01/05/2000]',-0.023
'[05:05:32.473 01/05/2000]',-0.024
'[05:05:32.477 01/05/2000]',-0.023
'[05:05:32.480 01/05/2000]',-0.023
'[05:05:32.483 01/05/2000]',-0.022
'[05:05:32.487 01/05/2000]',-0.020
'[05:05:32.490 01/05/2000]',-0.017
'[05:05:32.493 01/05/2000]',-0.012
'[05:05:32.497 01/05/2000]',0.003
'[05:05:32.500 01/05/2000]',0.030
'[05:05:32.503 01/05/2000]',0.073
'[05:05:32.507 01/05/2000]',0.135
'[05:05:32.510 01/05/2000]',0.217
'[05:05:32.513 01/05/2000]',0.318
'[05:05:32.517 01/05/2000]',0.433
'[05:05:32.520 01/05/2000]',0.553
'[05:05:32.523 01/05/2000]',0.666
'[05:05:32.527 01/05/2000]',0.757
'[05:05:32.530 01/05/2000]',0.805
'[05:05:32.533 01/05/2000]',0.807
'[05:05:32.537 01/05/2000]',0.765
'[05:05:32.540 01/05/2000]',0.658
'[05:05:32.543 01/05/2000]',0.508
'[05:05:32.547 01/05/2000]',0.337
'[05:05:32.550 01/05/2000]',0.170
'[05:05:32.553 01/05/2000]',0.034
'[05:05:32.557 01/05/2000]',-0.050
'[05:05:32.560 01/05/2000]',-0.077
'[05:05:32.563 01/05/2000]',-0.083
'[05:05:32.567 01/05/2000]',-0.088
'[05:05:32.570 01/05/2000]',-0.092
'[05:05:32.573 01/05/2000]',-0.095
'[05:05:32.577 01/05/2000]',-0.097
